tweet_id,mentioned_candidate_AI,associated_word_AI,tone_AI,perceived_judgement_AI,polarity_AI,is_spam
tweet_id:1899288262226632922,,,Anger,Unsure,-0.5,False
tweet_id:1899009744343638257,,,Neutral,Unsure,0.0,True
tweet_id:1898661897408520562,duterte youth,eskandalo,Anger,Opposedto,-0.8,False
tweet_id:1898661897408520562,bam aquino,ipahiya,Contempt,Opposedto,-0.7,False
tweet_id:1898661897408520562,,ipahiya,Contempt,Opposedto,-0.7,False
tweet_id:1898533786293563590,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1898533786293563590,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1898533786293563590,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1898532938628952536,heidi mendoza,sikat,Contempt,Opposedto,-0.8,False
tweet_id:1898530612082016617,heidi mendoza,,Enjoyment,InFavor,0.9,False
tweet_id:1898384994990788771,duterte youth,Traydor,Contempt,Opposedto,-0.8,False
tweet_id:1898360198160580675,akbayan,,Neutral,InFavor,0.5,False
tweet_id:1898360198160580675,ml,,Neutral,InFavor,0.5,False
tweet_id:1898354856345415929,,,Contempt,Opposedto,-0.8,False
tweet_id:1898333144362721476,,,Contempt,Opposedto,-0.8,True
tweet_id:1898252344023806137,,korupsiyon,Neutral,InFavor,0.5,False
tweet_id:1898248388375896394,,,Contempt,Opposedto,-0.5,True
tweet_id:1898177252904616276,bam aquino,,Enjoyment,InFavor,0.8,False
tweet_id:1898177252904616276,kiko pangilinan,,Enjoyment,InFavor,0.8,False
tweet_id:1898164687633862943,bam aquino,iboto,Enjoyment,InFavor,0.8,False
tweet_id:1898164687633862943,kiko pangilinan,iboto,Enjoyment,InFavor,0.8,False
tweet_id:1898164687633862943,heidi mendoza,iboto,Enjoyment,InFavor,0.8,False
tweet_id:1897895492823998474,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1897895492823998474,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1897885289558810942,duterte youth,Corrupt,Anger,Opposedto,-0.8,False
tweet_id:1897845851978154066,ml,Ibalik,Enjoyment,InFavor,0.8,False
tweet_id:1897845851978154066,,,Enjoyment,InFavor,0.8,False
tweet_id:1897806916568367369,,,Anger,Unsure,-0.5,True
tweet_id:1897786120873951685,,,Neutral,Unsure,0.0,True
tweet_id:1897764988170752149,,fight,Anger,Unsure,0.2,False
tweet_id:1897672771636752892,kiko pangilinan,court,Neutral,InFavor,0.5,False
tweet_id:1897672771636752892,bam aquino,court,Neutral,InFavor,0.5,False
tweet_id:1897587594340585979,willie revillame,hindi,Contempt,Opposedto,-0.8,False
tweet_id:1897582538656186400,kiko pangilinan,senatorial,Neutral,InFavor,0.5,False
tweet_id:1897582538656186400,bam aquino,senatorial,Neutral,InFavor,0.5,False
tweet_id:1897561665392271484,,,Sadness,Unsure,-0.5,False
tweet_id:1901279949560099082,,,Neutral,Unsure,0.0,False
tweet_id:1897555758641787218,,,Anger,Unsure,-0.5,False
tweet_id:1897536211855486980,,SALOT,Anger,Opposedto,-0.8,False
tweet_id:1897492835894509791,,,Anger,Unsure,-0.5,True
tweet_id:1897264071432356244,,,Neutral,Unsure,0.0,True
tweet_id:1897261689130901670,,bets,Neutral,Unsure,0.0,False
tweet_id:1897261689130901670,,,Neutral,Unsure,0.0,False
tweet_id:1897107264001151142,,,Anger,Opposedto,-0.9,False
tweet_id:1897067894951104940,,,Neutral,Unsure,0.0,True
tweet_id:1896939119978443078,,,Neutral,Unsure,0.5,True
tweet_id:1896930283217469465,,,Enjoyment,InFavor,0.8,False
tweet_id:1896888647460487429,bam aquino,sexy,Neutral,Unsure,0.0,False
tweet_id:1896856656257949907,,,Neutral,Unsure,0.0,True
tweet_id:1896851418885341470,willie revillame,,Contempt,Opposedto,-0.5,False
tweet_id:1896818493154349364,apollo quiboloy,Bisaya,Contempt,Opposedto,-0.8,False
tweet_id:1896818493154349364,,,Anger,Opposedto,-0.9,False
tweet_id:1896815121156149319,,,Neutral,Unsure,0.0,True
tweet_id:1896773138639098214,ben tulfo,disqualification,Neutral,Unsure,0.0,False
tweet_id:1896773138639098214,erwin tulfo,disqualification,Neutral,Unsure,0.0,False
tweet_id:1896742393271181421,,kandidato,Neutral,Unsure,0.0,False
tweet_id:1896529716502474817,ml,campaigning,Contempt,Opposedto,-0.5,False
tweet_id:1896478355966525946,,lungkot,Sadness,InFavor,-0.5,True
tweet_id:1896435102596596043,,,Contempt,Opposedto,-0.8,False
tweet_id:1896430334540996940,richard mata,doktor,Neutral,InFavor,0.5,False
tweet_id:1896364909325324713,,,Neutral,Unsure,0.0,True
tweet_id:1895972319773753681,,,Neutral,Unsure,0.5,False
tweet_id:1895835163000492118,bam aquino,tandem,Neutral,InFavor,0.5,False
tweet_id:1895835163000492118,kiko pangilinan,tandem,Neutral,InFavor,0.5,False
tweet_id:1895679833688146261,bam aquino,Senator,Enjoyment,InFavor,0.8,False
tweet_id:1895679833688146261,kiko pangilinan,Senator,Enjoyment,InFavor,0.8,False
tweet_id:1895679833688146261,akbayan,Partylist,Neutral,InFavor,0.5,False
tweet_id:1895679833688146261,ml,Partylist,Neutral,InFavor,0.5,False
tweet_id:1895436688538886512,,grooming,Contempt,Opposedto,-0.8,False
tweet_id:1895374494820401505,panfilo lacson,proposed,Neutral,InFavor,0.5,False
tweet_id:1895361796124615141,panfilo lacson,laments,Contempt,InFavor,0.2,False
tweet_id:1895302372861358411,bayan muna,KAMPEON,Enjoyment,InFavor,0.8,False
tweet_id:1895302372861358411,,,Neutral,Unsure,0.0,False
tweet_id:1895280710031904897,,,Neutral,Unsure,0.0,True
tweet_id:1895081503308292384,,,Enjoyment,Unsure,0.5,True
tweet_id:1895057538904703469,erwin tulfo,leads,Neutral,InFavor,0.5,False
tweet_id:1895057538904703469,act-cis,Rep,Neutral,InFavor,0.5,False
tweet_id:1895048730740490254,4ps,leads,Neutral,InFavor,0.5,False
tweet_id:1895022989219111011,,,Neutral,Unsure,0.0,False
tweet_id:1895021059570647200,,politicians,Contempt,Opposedto,-0.8,False
tweet_id:1894979291357814962,duterte youth,Legacy,Anger,Opposedto,-0.8,False
tweet_id:1894969490963562620,,politicians,Contempt,Opposedto,-0.8,False
tweet_id:1894935490178298030,,,Anger,Opposedto,-0.8,False
tweet_id:1894935490178298030,,POGO,Anger,Opposedto,-0.9,False
tweet_id:1894739706732007570,,,Neutral,Unsure,0.0,True
tweet_id:1894703209093963913,duterte youth,Legacy,Enjoyment,InFavor,0.8,False
tweet_id:1894703209093963913,,,Anger,Unsure,-0.5,False
tweet_id:1894690562852135185,,,Anger,Opposedto,-0.8,False
tweet_id:1894690562852135185,,POGO,Anger,Opposedto,-0.9,False
tweet_id:1894617363200495867,duterte youth,,Anger,Opposedto,-0.8,False
tweet_id:1894617363200495867,,,Neutral,Unsure,0.2,True
tweet_id:1894229609165787403,,,Neutral,Unsure,0.0,False
tweet_id:1893962825493868556,roberto ballon,mangingisda,Neutral,InFavor,0.5,False
tweet_id:1893896733975003285,,Weak,Contempt,Opposedto,-0.8,True
tweet_id:1893503550568689771,,,Fear,Unsure,-0.5,False
tweet_id:1893503204106629522,duterte youth,Duterte,Contempt,Opposedto,-0.5,False
tweet_id:1893261957068919247,,kandidato,Neutral,Unsure,0.0,False
tweet_id:1893226930788295062,camille villar,shill,Contempt,Opposedto,-0.8,False
tweet_id:1893226930788295062,bong go,shilling,Contempt,Opposedto,-0.8,False
tweet_id:1893197452590674369,pbbm,Dictator,Anger,Opposedto,-0.8,False
tweet_id:1893197452590674369,imee marcos,ADIKtador,Anger,Opposedto,-0.9,False
tweet_id:1893134445684891664,,POGO,Contempt,Opposedto,-0.8,False
tweet_id:1893134445684891664,,DROGA,Contempt,Opposedto,-0.8,False
tweet_id:1893134445684891664,,PHARMALLY,Contempt,Opposedto,-0.8,False
tweet_id:1893003782323138941,bong go,Tuta,Contempt,Opposedto,-0.8,False
tweet_id:1892947772673864160,,,Neutral,Unsure,0.2,False
tweet_id:1892860442277474417,leody de guzman,Dodoy,Neutral,InFavor,0.8,False
tweet_id:1892838519816548454,teodoro casiño,kalaban,Enjoyment,InFavor,0.8,False
tweet_id:1892808342378336351,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1892808342378336351,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1892805545226052092,,,Enjoyment,Unsure,0.5,False
tweet_id:1892771231981850697,,serbisyo,Contempt,InFavor,0.5,False
tweet_id:1892770282475041208,willie ong,kandidatong,Neutral,Opposedto,-0.5,False
tweet_id:1892723257322672172,,,Neutral,Unsure,0.5,True
tweet_id:1892529884401926252,,,Neutral,Unsure,0.0,True
tweet_id:1892506615632322662,pba,nominee,Neutral,Unsure,0.0,False
tweet_id:1892418892418732040,bbm,sayang,Enjoyment,InFavor,0.8,False
tweet_id:1892378899537154080,,,Enjoyment,Unsure,0.8,False
tweet_id:1892208074875601025,,pro,Neutral,InFavor,0.5,False
tweet_id:1892036470267052241,duterte youth,Legacy,Anger,Opposedto,-0.8,False
tweet_id:1891782219569455197,,,Neutral,Unsure,0.0,True
tweet_id:1891779668321132821,,,Disgust,Opposedto,-0.8,True
tweet_id:1891769959010926747,pia cayetano,,Disgust,Opposedto,-0.8,True
tweet_id:1891769959010926747,,,Anger,Opposedto,-0.9,False
tweet_id:1891745476644311211,luke espiritu,advocate,Neutral,InFavor,0.5,False
tweet_id:1891660935061803413,kiko pangilinan,help,Enjoyment,InFavor,0.8,False
tweet_id:1891636279114154284,imee marcos,,Contempt,Opposedto,-0.8,False
tweet_id:1891407495584760185,duterte youth,death,Anger,Opposedto,-0.8,False
tweet_id:1891369635162870131,,,Contempt,Opposedto,-0.5,False
tweet_id:1891057214556692625,,kinabukasan,Neutral,InFavor,0.5,False
tweet_id:1891055813109710899,leody de guzman,rally,Neutral,InFavor,0.5,False
tweet_id:1891055813109710899,luke espiritu,rally,Neutral,InFavor,0.5,False
tweet_id:1891051876352716883,leody de guzman,senatorial,Neutral,InFavor,0.5,False
tweet_id:1891051876352716883,luke espiritu,senatorial,Neutral,InFavor,0.5,False
tweet_id:1890971962173702438,,Laglagan,Contempt,Opposedto,-0.8,True
tweet_id:1890726645146726800,,,Contempt,Opposedto,-0.8,False
tweet_id:1890699995797397764,gabriela,LABAN,Enjoyment,InFavor,0.8,False
tweet_id:1890675599959543965,duterte youth,Legacy,Contempt,Opposedto,-0.8,False
tweet_id:1890645874423853374,kiko pangilinan,Bam,Neutral,InFavor,0.5,False
tweet_id:1890645874423853374,bam aquino,Kiko,Neutral,InFavor,0.5,False
tweet_id:1890609534680412226,,,Anger,Opposedto,-0.5,False
tweet_id:1890577080431022590,kiko pangilinan,kampanya,Neutral,InFavor,0.5,False
tweet_id:1890577080431022590,,kampanya,Neutral,InFavor,0.5,False
tweet_id:1890497489641349242,bong go,,Contempt,Opposedto,-0.5,False
tweet_id:1890475812949754134,,SUKA,Contempt,Opposedto,-0.8,False
tweet_id:1890475812949754134,bong go,,Anger,Opposedto,-0.9,False
tweet_id:1890428705454842315,,cringy,Disgust,Opposedto,-0.5,False
tweet_id:1890383606712844491,benhur abalos,Alyansa,Neutral,InFavor,0.5,False
tweet_id:1890287987529015583,,,Neutral,InFavor,0.5,False
tweet_id:1890258637836480754,bam aquino,Top,Enjoyment,InFavor,0.8,False
tweet_id:1890258637836480754,kiko pangilinan,Top,Enjoyment,InFavor,0.8,False
tweet_id:1890254489321632230,duterte youth,,Neutral,InFavor,0.5,False
tweet_id:1890209894764277789,duterte youth,,Anger,InFavor,0.5,False
tweet_id:1890209894764277789,,,Anger,Opposedto,-0.8,False
tweet_id:1890174345240264902,duterte youth,,Enjoyment,InFavor,0.8,False
tweet_id:1889978852153381070,apollo quiboloy,bulaan,Contempt,Opposedto,-0.8,False
tweet_id:1889909011358818662,pbbm,Diktador,Anger,Opposedto,-0.9,False
tweet_id:1889909011358818662,pbbm,Magnanakaw,Anger,Opposedto,-0.9,False
tweet_id:1889852594153202038,willie ong,sympathy,Contempt,Opposedto,-0.8,False
tweet_id:1889845690685374964,willie ong,withdraws,Neutral,InFavor,0.0,False
tweet_id:1889843316289896749,willie ong,health,Neutral,Unsure,0.2,False
tweet_id:1889838775871873248,kiko pangilinan,campaign,Neutral,InFavor,0.5,False
tweet_id:1889838775871873248,bam aquino,campaign,Neutral,InFavor,0.5,False
tweet_id:1889784767799087301,bam aquino,better,Enjoyment,InFavor,0.8,False
tweet_id:1889784767799087301,,corrupt,Anger,Opposedto,-0.7,False
tweet_id:1889784252293693449,,,Anger,Opposedto,-0.8,False
tweet_id:1889784252293693449,,Nardong,Anger,Opposedto,-0.9,False
tweet_id:1889698477816398164,,overjoyed,Enjoyment,InFavor,0.8,False
tweet_id:1889698477816398164,,,Neutral,Unsure,0.2,False
tweet_id:1889675830176993374,bam aquino,fight,Neutral,InFavor,0.5,False
tweet_id:1889675830176993374,kiko pangilinan,fight,Neutral,InFavor,0.5,False
tweet_id:1889641854473478607,apollo quiboloy,God,Contempt,Opposedto,-0.5,False
tweet_id:1889628380993085913,bam aquino,mananalo,Enjoyment,InFavor,0.8,False
tweet_id:1889628380993085913,kiko pangilinan,mananalo,Enjoyment,InFavor,0.8,False
tweet_id:1889620569395491042,,,Anger,Opposedto,-0.8,False
tweet_id:1889580317175894187,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1889580317175894187,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1889570134135808504,,shade,Contempt,Opposedto,-0.5,False
tweet_id:1889569592877498846,,,Neutral,Unsure,0.0,True
tweet_id:1889565435495883201,,,Neutral,Unsure,0.5,False
tweet_id:1889558809477038583,,,Neutral,InFavor,0.5,False
tweet_id:1889549998104388092,,sugalan,Contempt,Opposedto,-0.8,False
tweet_id:1889549998104388092,,,Neutral,Unsure,0.0,False
tweet_id:1889539931531518069,kiko pangilinan,optimistic,Neutral,InFavor,0.5,False
tweet_id:1889539931531518069,bam aquino,optimistic,Neutral,InFavor,0.5,False
tweet_id:1889532211331997731,,dynasties,Anger,Opposedto,-0.8,False
tweet_id:1889532211331997731,,revealed,Neutral,InFavor,0.5,False
tweet_id:1889524798918992177,gabriela,Bantay,Enjoyment,InFavor,0.8,False
tweet_id:1889519044526473573,,past,Contempt,Opposedto,-0.8,False
tweet_id:1889510624151085078,,,Contempt,Opposedto,-0.5,False
tweet_id:1889504445198901558,,young,Enjoyment,InFavor,0.8,False
tweet_id:1889504445198901558,,,Neutral,InFavor,0.5,False
tweet_id:1889504445198901558,,cutie,Enjoyment,InFavor,0.9,False
tweet_id:1889482050391904508,kiko pangilinan,supporters,Neutral,InFavor,0.5,False
tweet_id:1889482050391904508,bam aquino,supporters,Neutral,InFavor,0.5,False
tweet_id:1889458647278743826,makabayan,left-leaning,Neutral,InFavor,0.5,False
tweet_id:1889458647278743826,,,Neutral,Unsure,0.0,False
tweet_id:1889366288922730508,bam aquino,reelection,Neutral,InFavor,0.5,False
tweet_id:1889366288922730508,kiko pangilinan,reelection,Neutral,InFavor,0.5,False
tweet_id:1889352997047878070,imee marcos,,Neutral,Unsure,0.0,False
tweet_id:1889351191219368167,apollo quiboloy,mission,Neutral,InFavor,0.5,False
tweet_id:1889339153852338451,,,Enjoyment,Unsure,0.5,True
tweet_id:1889334076319932607,,,Neutral,InFavor,0.5,False
tweet_id:1889322753330761820,kiko pangilinan,campaign,Neutral,InFavor,0.5,False
tweet_id:1889322753330761820,bam aquino,campaign,Neutral,InFavor,0.5,False
tweet_id:1889322753330761820,,,Neutral,Unsure,0.0,False
tweet_id:1889319328144875647,vic rodriguez,KAKAMPI,Enjoyment,InFavor,0.8,False
tweet_id:1889319328144875647,rodante marcoleta,KAKAMPI,Enjoyment,InFavor,0.8,False
tweet_id:1889317673399410959,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1889317673399410959,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1889317673399410959,,,Neutral,InFavor,0.5,False
tweet_id:1889317673399410959,imee marcos,,Neutral,Opposedto,-0.5,False
tweet_id:1889315956477837789,bam aquino,optimistic,Neutral,InFavor,0.5,False
tweet_id:1889315956477837789,kiko pangilinan,optimistic,Neutral,InFavor,0.5,False
tweet_id:1889309773297758252,kiko pangilinan,Iboto,Enjoyment,InFavor,0.8,False
tweet_id:1889309773297758252,bam aquino,Iboto,Enjoyment,InFavor,0.8,False
tweet_id:1889309773297758252,heidi mendoza,Iboto,Enjoyment,InFavor,0.8,False
tweet_id:1889308109036028315,apollo quiboloy,God,Neutral,InFavor,0.5,False
tweet_id:1889305174046355634,gabriela,LABAN,Enjoyment,InFavor,0.8,False
tweet_id:1889303720191737866,,paloko,Anger,Opposedto,-0.8,False
tweet_id:1889300356632383512,bam aquino,optimistic,Neutral,InFavor,0.5,False
tweet_id:1889300356632383512,kiko pangilinan,optimistic,Neutral,InFavor,0.5,False
tweet_id:1889286507867123762,mody floranda,Pagbabago,Enjoyment,InFavor,0.8,False
tweet_id:1889276306266959968,bam aquino,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1889276306266959968,kiko pangilinan,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1889275678656512345,bam aquino,Ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1889275678656512345,kiko pangilinan,Ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1889273529771938078,,Laban,Neutral,InFavor,0.5,False
tweet_id:1889273405624721606,,huge,Enjoyment,InFavor,0.8,False
tweet_id:1889255807805776123,,,Neutral,Unsure,0.0,True
tweet_id:1889251398631800958,apollo quiboloy,proclamation,Neutral,InFavor,0.5,False
tweet_id:1889249854263808019,,standee,Contempt,Opposedto,-0.5,False
tweet_id:1889249705336680707,,,Contempt,Opposedto,-0.7,False
tweet_id:1889239172776615982,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1889239172776615982,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1889234787300229415,kiko pangilinan,bid,Neutral,InFavor,0.5,False
tweet_id:1889234787300229415,bam aquino,bid,Neutral,InFavor,0.5,False
tweet_id:1889225426993897493,,,Enjoyment,Unsure,0.5,True
tweet_id:1889221822190870658,kiko pangilinan,IBOTO,Enjoyment,InFavor,0.9,False
tweet_id:1889220911129317490,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1889220911129317490,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1889220911129317490,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1889220911129317490,sonny matula,,Neutral,InFavor,0.5,False
tweet_id:1889219697280987561,bam aquino,progressive,Enjoyment,InFavor,0.8,False
tweet_id:1889212775953809862,,,Neutral,Unsure,0.0,True
tweet_id:1889212769808884124,makabayan,alternatibong,Neutral,InFavor,0.5,False
tweet_id:1889212733654204617,kiko pangilinan,campaign,Neutral,InFavor,0.5,False
tweet_id:1889212733654204617,bam aquino,campaign,Neutral,InFavor,0.5,False
tweet_id:1889210716982558751,kiko pangilinan,Senate,Neutral,InFavor,0.5,False
tweet_id:1889210716982558751,bam aquino,Senate,Neutral,InFavor,0.5,False
tweet_id:1889210716982558751,,,Neutral,InFavor,0.5,False
tweet_id:1889206724198101418,kiko pangilinan,Bam,Enjoyment,InFavor,0.8,False
tweet_id:1889206724198101418,bam aquino,Kiko,Enjoyment,InFavor,0.8,False
tweet_id:1889190635149611119,kiko pangilinan,appeal,Neutral,InFavor,0.5,False
tweet_id:1889190428664385869,,Alyansa,Neutral,InFavor,0.5,False
tweet_id:1889190428664385869,bbm,Marcos,Neutral,InFavor,0.5,False
tweet_id:1889185651406610475,akbayan,vinta,Neutral,InFavor,0.5,False
tweet_id:1889182577199874077,tito sotto,comeback,Neutral,InFavor,0.5,False
tweet_id:1889181839400767576,gabriela,Reyna,Enjoyment,InFavor,0.8,False
tweet_id:1889175887465369778,gabriela,kampanya,Enjoyment,InFavor,0.8,False
tweet_id:1889175534594056654,kiko pangilinan,appeal,Neutral,InFavor,0.5,False
tweet_id:1889165914102439940,arlene brosas,reforms,Neutral,InFavor,0.5,False
tweet_id:1889165914102439940,makabayan,coalition,Neutral,InFavor,0.5,False
tweet_id:1889151418709504454,tito sotto,laos,Contempt,Opposedto,-0.8,False
tweet_id:1889151418709504454,willie revillame,laos,Contempt,Opposedto,-0.8,False
tweet_id:1889147351232557314,tito sotto,comeback,Neutral,InFavor,0.5,False
tweet_id:1889131032420778277,akbayan,nominee,Enjoyment,InFavor,0.8,False
tweet_id:1889131032420778277,,campaign,Enjoyment,InFavor,0.8,False
tweet_id:1889117164247928843,,,Neutral,InFavor,0.5,False
tweet_id:1889116106578862120,gabriela,suportahan,Enjoyment,InFavor,0.8,False
tweet_id:1889113886277914854,kiko pangilinan,,Neutral,Unsure,0.0,False
tweet_id:1889113886277914854,bam aquino,,Neutral,Unsure,0.0,False
tweet_id:1889113053792440829,makabayan,support,Enjoyment,InFavor,0.8,False
tweet_id:1889112188939612607,bam aquino,tandem,Neutral,InFavor,0.5,False
tweet_id:1889112188939612607,kiko pangilinan,tandem,Neutral,InFavor,0.5,False
tweet_id:1889106423495471220,kiko pangilinan,,Neutral,Unsure,0.0,False
tweet_id:1889106423495471220,bam aquino,,Neutral,Unsure,0.0,False
tweet_id:1889105198645432399,akbayan,Zumba,Enjoyment,InFavor,0.8,False
tweet_id:1889098659993895133,liza maza,Tapang,Enjoyment,InFavor,0.8,False
tweet_id:1889092150882906261,akbayan,Akbayan,Neutral,InFavor,0.5,False
tweet_id:1889092150882906261,,,Neutral,InFavor,0.5,False
tweet_id:1889092150882906261,,,Neutral,InFavor,0.5,False
tweet_id:1889071852959445142,,kandidato,Neutral,Unsure,0.0,False
tweet_id:1889069757703569462,,,Neutral,Unsure,0.0,False
tweet_id:1889063954225467852,,,Neutral,Unsure,0.0,True
tweet_id:1888993468938367045,,balanse,Neutral,InFavor,0.5,False
tweet_id:1888982153536721264,bam aquino,,Neutral,InFavor,0.8,False
tweet_id:1888982153536721264,kiko pangilinan,,Neutral,InFavor,0.8,False
tweet_id:1888982153536721264,heidi mendoza,,Neutral,InFavor,0.8,False
tweet_id:1888981252029743416,,,Neutral,Unsure,0.0,True
tweet_id:1888906005184159745,,,Neutral,Unsure,0.0,True
tweet_id:1888901791158341845,gabriela,LABAN,Neutral,InFavor,0.5,False
tweet_id:1888899461440803236,kiko pangilinan,,Neutral,InFavor,0.2,False
tweet_id:1888797952912826413,erwin tulfo,top,Neutral,InFavor,0.5,False
tweet_id:1888788835070562586,kiko pangilinan,,Enjoyment,InFavor,0.8,False
tweet_id:1888788835070562586,bam aquino,,Enjoyment,InFavor,0.8,False
tweet_id:1888780684413763953,wilbert t. lee,nagmamadali,Disgust,Opposedto,-0.8,False
tweet_id:1888780684413763953,agri,agriculture,Neutral,Unsure,0.2,False
tweet_id:1888769857698582837,kiko pangilinan,programa,Neutral,InFavor,0.5,False
tweet_id:1888558469776888247,heidi mendoza,problema,Neutral,InFavor,0.2,False
tweet_id:1888447391965274546,,mapikon,Anger,Opposedto,-0.8,True
tweet_id:1888447391965274546,,,Neutral,InFavor,0.5,True
tweet_id:1888447391965274546,,mapikon,Anger,Opposedto,-0.8,True
tweet_id:1888445299548672448,duterte youth,DROGA,Anger,Opposedto,-0.8,False
tweet_id:1888377273218375755,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1887932562284364165,,red,Neutral,Unsure,0.5,False
tweet_id:1887932562284364165,duterte youth,,Enjoyment,InFavor,0.8,False
tweet_id:1887808855394148440,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1887769846236258608,,,Contempt,Unsure,-0.5,True
tweet_id:1887733025531625589,sonny matula,tiwala,Neutral,InFavor,0.5,False
tweet_id:1887725476099289576,heidi mendoza,tapat,Enjoyment,InFavor,0.8,False
tweet_id:1887388986848813415,,,Neutral,Unsure,0.0,True
tweet_id:1887263413304500695,heidi mendoza,talented,Enjoyment,InFavor,0.8,False
tweet_id:1887109544926437463,,,Neutral,Unsure,0.0,True
tweet_id:1887108925184721334,bam aquino,senatorial,Neutral,InFavor,0.5,False
tweet_id:1887074991558255002,tito sotto,,Neutral,Unsure,0.0,True
tweet_id:1887074991558255002,,Impeach,Contempt,Opposedto,-0.5,False
tweet_id:1887074991558255002,gregorio honasan,,Neutral,Unsure,0.0,True
tweet_id:1887074991558255002,pia cayetano,Incumbent,Neutral,InFavor,0.5,False
tweet_id:1887071364936548640,,,Neutral,InFavor,0.5,False
tweet_id:1887051518484111778,ronald dela rosa,serbisyo,Neutral,InFavor,0.5,False
tweet_id:1887048516570141112,bam aquino,game,Neutral,InFavor,0.5,False
tweet_id:1887008249955635671,panfilo lacson,Senado,Neutral,InFavor,0.5,False
tweet_id:1886761787728781674,,,Enjoyment,InFavor,0.8,False
tweet_id:1886731428831936564,teodoro casiño,seryoso,Neutral,InFavor,0.5,False
tweet_id:1886731428831936564,bayan muna,,Neutral,Unsure,0.0,False
tweet_id:1886693538811011488,,,Anger,Opposedto,-0.8,False
tweet_id:1886689224042406104,duterte youth,QUALITY,Enjoyment,InFavor,0.8,False
tweet_id:1886687638687564021,,,Anger,Opposedto,-0.8,False
tweet_id:1886360965262065922,,,Neutral,Unsure,0.0,True
tweet_id:1886325082123067521,,,Contempt,Opposedto,-0.8,False
tweet_id:1886240692189425730,jimmy bondoc,singer-songwriter,Neutral,InFavor,0.5,False
tweet_id:1886049263211188734,,political,Neutral,Unsure,0.0,False
tweet_id:1885994984064848276,heidi mendoza,,Anger,InFavor,0.8,False
tweet_id:1885892669244928041,,taumbayan,Enjoyment,InFavor,0.8,False
tweet_id:1885788183486763519,,Talo,Contempt,Opposedto,-0.8,True
tweet_id:1885740797506781459,kiko pangilinan,,Enjoyment,InFavor,0.8,False
tweet_id:1885740797506781459,bam aquino,,Enjoyment,InFavor,0.8,False
tweet_id:1885737610506842169,luke espiritu,soundly,Enjoyment,InFavor,0.8,False
tweet_id:1885729182879285486,kiko pangilinan,kapakanan,Enjoyment,InFavor,0.8,False
tweet_id:1885729182879285486,bam aquino,kapakanan,Enjoyment,InFavor,0.8,False
tweet_id:1885729182879285486,heidi mendoza,kapakanan,Enjoyment,InFavor,0.8,False
tweet_id:1885729182879285486,luke espiritu,kapakanan,Enjoyment,InFavor,0.8,False
tweet_id:1885721311626068069,leody de guzman,,Neutral,InFavor,0.5,False
tweet_id:1885721311626068069,,anti-worker,Contempt,Opposedto,-0.8,False
tweet_id:1885713195664650748,heidi mendoza,tapat,Enjoyment,InFavor,0.8,False
tweet_id:1885708824478355931,,,Disgust,Opposedto,-0.8,False
tweet_id:1885706853658857887,,,Anger,Opposedto,-0.8,False
tweet_id:1885706853658857887,,fake,Anger,Opposedto,-0.9,False
tweet_id:1885705901639970959,,,Neutral,Unsure,0.5,False
tweet_id:1885705690884493428,,,Anger,Opposedto,-0.8,False
tweet_id:1885702479268270335,kiko pangilinan,Priority,Enjoyment,InFavor,0.8,False
tweet_id:1885702479268270335,bam aquino,Priority,Enjoyment,InFavor,0.8,False
tweet_id:1885702479268270335,heidi mendoza,Priority,Enjoyment,InFavor,0.8,False
tweet_id:1885702015382077899,,,Enjoyment,Unsure,0.5,True
tweet_id:1885701043146928453,,sagot,Sadness,Opposedto,-0.5,False
tweet_id:1885699755441086942,danilo ramos,genuine,Enjoyment,InFavor,0.8,False
tweet_id:1885699755441086942,,,Neutral,Unsure,0.0,False
tweet_id:1885699755441086942,teodoro casiño,advocacy,Enjoyment,InFavor,0.7,False
tweet_id:1885698661331710202,,,Disgust,Unsure,-0.5,True
tweet_id:1885694794296594930,,,Neutral,Unsure,0.0,True
tweet_id:1885692586477965428,makabayan,leftist,Neutral,InFavor,0.5,False
